index,caption_key,original_filename,preprocessed_file,subject,style_tags,training_caption,pixel_mean_abs_diff
75,00075,img_1_1_0267(6472)_Scan_edit.jpg,00075.png,lighthouse and buildings,ink wash|fine lines|textured,"A lighthouse and adjacent buildings are depicted on a rocky coastline, centrally placed with a distant viewpoint. Fine, controlled brush strokes outline the structures, while the rocks are rendered with textured, dense ink lines. The sky features subtle, wispy strokes, creating a serene and open atmosphere, ink wash, fine lines, textured, traditional ink wash painting",0.0
76,00076,img_2_1_0032(5452)_Scan_edit.jpg,00076.png,,,,0.0
77,00077,img_3_1_0562(2754)_Scan_edit.jpg,00077.png,"boots, watering can, wreath",monochrome|ink wash|still life,"A pair of boots and a watering can are placed beside a wreath adorned with flowers, centered in the composition. The ink wash technique uses bold, defined strokes for the boots and can, with softer gradients for the wreath and flowers. The monochrome palette creates a serene, rustic atmosphere, monochrome, ink wash, still life, traditional ink wash painting",0.0
78,00078,img_1_1_0280(7013)_Scan_edit.jpg,00078.png,mountain landscape,landscape|mountains|ink wash,"A serene mountain landscape with rolling hills and a tranquil lake in the foreground. The composition features sweeping brush strokes for the mountains, with varying ink densities creating depth and texture. The use of negative space enhances the calm atmosphere, while subtle wash gradients suggest mist enveloping the scene, landscape, mountains, ink wash, traditional ink wash painting",0.0
79,00079,img_3_1_0124(5118)_Scan_edit.jpg,00079.png,teapot and cup,minimalist|monochrome|negative space,"A teapot and cup are centrally placed, depicted with smooth, flowing brush strokes and varying ink densities. The teapot's rounded form contrasts with the cup's simplicity, both rendered in monochrome ink. The use of negative space enhances the minimalist composition, creating a serene and contemplative atmosphere, minimalist, monochrome, negative space, traditional ink wash painting",0.0
80,00080,img_3_1_0406.p(1899)_Scan_edit.jpg,00080.png,dog,detailed|expressive|monochrome,"A detailed ink wash painting of a dog, centered in the composition, with a focus on its expressive face and flowing fur. The artist uses varied brush strokes to capture the texture of the fur, with a range of ink densities creating depth and dimension. The monochrome palette and soft gradients convey a serene and gentle atmosphere, detailed, expressive, monochrome, traditional ink wash painting",0.0
81,00081,img_2_1_0700(2877)_Scan_edit.jpg,00081.png,woman with tumbler,portrait|ink wash|monochrome,"A woman holding a tumbler is depicted in three-quarter view, with headphones around her neck. The ink wash technique uses fine, controlled brush strokes to define facial features and hair, while soft gradients highlight the folds of her shirt. The monochrome palette and subtle shading create a relaxed and contemplative atmosphere, portrait, ink wash, monochrome, traditional ink wash painting",0.0
82,00082,img_1_1_0047(1716)_Scan_edit.jpg,00082.png,figure on cliff,ink wash|negative space|dramatic,"A solitary figure stands atop a rugged cliff overlooking a vast waterfall, positioned in the upper right of the composition. The ink wash technique employs dense, textured brush strokes for the rocky foreground, contrasting with the softer, fluid strokes of the cascading water. The use of negative space enhances the dramatic atmosphere, evoking a sense of isolation and awe, ink wash, negative space, dramatic, traditional ink wash painting",0.0
83,00083,img_1_1_0288.p(6428)_Scan_edit.jpg,00083.png,landscape with pine tree,landscape|ink wash|serene,"A serene landscape with a central tall pine tree surrounded by rolling hills and a wooden fence, viewed from a slightly elevated perspective. The ink wash technique uses varied brush strokes to depict the dense foliage and soft gradients for the distant hills, creating a tranquil and expansive atmosphere. The sky is subtly textured with light ink washes, enhancing the peaceful mood, landscape, ink wash, serene, traditional ink wash painting",0.0
84,00084,img_3_1_0542(2764)_Scan_edit.jpg,00084.png,tape dispenser,monochrome|bold strokes|gradient wash,"A tape dispenser is centrally placed, depicted with bold, confident brush strokes. The ink wash creates a gradient from dark to light, emphasizing the dispenser's contours and shadows. The monochrome palette enhances the simplicity and utilitarian nature of the object, evoking a calm, contemplative atmosphere, monochrome, bold strokes, gradient wash, traditional ink wash painting",0.0
85,00085,img_3_1_0425(563)_Scan_edit.jpg,00085.png,Camel with saddle,fine lines|minimalist|monochrome,"A camel with a detailed saddle is depicted in profile view, occupying the center of the composition. The artist uses fine, controlled brush strokes to outline the camel's form and intricate saddle details, with minimal ink wash creating a sense of lightness and elegance. The monochrome palette emphasizes the delicate line work and texture, fine lines, minimalist, monochrome, traditional ink wash painting",0.0
86,00086,img_3_1_0157.p(518)_Scan_edit.jpg,00086.png,candle in holder,minimalism|fine strokes|negative space,"A tall, slender candle in a simple holder is centrally placed, depicted with delicate, fine brush strokes. The ink is applied lightly, creating a sense of fragility and elegance. The minimal use of ink and ample negative space emphasize the candle's form, evoking a serene and contemplative atmosphere, minimalism, fine strokes, negative space, traditional ink wash painting",0.0
87,00087,img_3_1_0035.p(704)_Scan_edit.jpg,00087.png,horse,ink wash|delicate brushwork|negative space,"A horse stands in profile, occupying the center of the composition. The ink wash technique uses delicate, flowing brush strokes to define the horse's muscular form, with subtle gradients highlighting its contours. Sparse use of ink creates a sense of elegance and grace, while the negative space emphasizes the horse's poised stance, ink wash, delicate brushwork, negative space, traditional ink wash painting",0.0
88,00088,img_3_1_0496(1908)_Scan_edit.jpg,00088.png,bars of soap on cloth,ink wash|texture|monochrome,"Three bars of soap stacked on a textured cloth, positioned centrally with a side view. The ink wash technique uses dense, layered strokes for the soap's texture and soft gradients for the cloth, creating a tactile contrast. The monochrome palette enhances the serene and contemplative atmosphere, ink wash, texture, monochrome, traditional ink wash painting",0.0
89,00089,img_3_1_0392.p(2974)_Scan_edit.jpg,00089.png,bird on branch,monochrome|soft brushwork|serene,"A small bird perched on a branch, centered in the composition, viewed from the side. The artist uses soft, fluid brush strokes to depict the bird's feathers, with varying ink densities creating texture and depth. The branch is rendered with a slightly heavier hand, providing contrast. The monochrome palette and delicate lines evoke a serene and contemplative mood, monochrome, soft brushwork, serene, traditional ink wash painting",0.0
90,00090,img_3_1_0476(2431)_Scan_edit.jpg,00090.png,sandwich,realism|detailed|monochrome,"A detailed ink wash painting of a sandwich, centered in the composition. The artist uses fine brush strokes to capture the texture of the bread and fillings, with varying ink densities to highlight depth and detail. The monochrome palette emphasizes the intricate layers, creating a realistic yet artistic representation. The mood is both whimsical and precise, realism, detailed, monochrome, traditional ink wash painting",0.0
91,00091,img_1_1_0394(5422)_Scan_edit.jpg,00091.png,mountain landscape with road,landscape|brushwork|negative space,"A mountain landscape with a road in the foreground, viewed from a low perspective. Bold, expressive brush strokes define the mountain's rugged texture, while lighter washes create subtle gradients in the sky and distant hills. Sparse ink lines depict the road and vegetation, utilizing negative space to convey depth. The scene evokes a sense of tranquility and open space, landscape, brushwork, negative space, traditional ink wash painting",0.0
